Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,Is Common Movie
Austin Powers: International Man of Mystery,1997,74,76.799,Jay Roach,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers","A world-class playboy and part-time special agent, Powers is defrosted after 30 years in a cryogenic freeze to match wits...",,Comedy,7,51,89,236296,FALSE
Dumb & Dumber,1994,67,69.906,Peter Farrelly,"Jim Carrey, Jeff Daniels, Lauren Holly, Teri Garr",Imbecilic best friends Lloyd Christmas (Jim Carrey) and Harry Dunne (Jeff Daniels) stumble across a suitcase full of money left...,246400000,,,,,,FALSE
The Odd Couple,1968,97,100.804,Gene Saks,"Jack Lemmon, Walter Matthau, John Fiedler, Herb Edelman","When fussy Felix (Jack Lemmon) becomes suicidal over his impending divorce, he accepts an offer to move in with his...",44527234,Comedy,7.9,,30,6245,TRUE
The Producers,1968,90,98.082,Mel Brooks,"Zero Mostel, Gene Wilder, Dick Shawn, Kenneth Mars","Down and out producer Max Bialystock (Zero Mostel), who was once the toast of Broadway, trades sexual favors with old...",160755,Comedy,7.5,96,88,55484,TRUE
Clerks,1994,90,92.356,Kevin Smith,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonhauer",Dante (Brian O'Halloran) is called in to cover a shift at his New Jersey convenience store on his day off....,3894240,Comedy,7.7,70,92,219811,FALSE
What We Do in the Shadows,2014,96,103.657,Jemaine Clement,"Jemaine Clement, Taika Waititi, Jonathan Brugh, Cori Gonzalez-Macuer","Vampire housemates (Jemaine Clement, Taika Waititi, Jonathan Brugh) try to cope with the complexities of modern life and show a...",8257983,Comedy,8.6,,30,65303,FALSE
The Lady Eve,1941,100,106.08,Preston Sturges,"Barbara Stanwyck, Henry Fonda, Charles Coburn, Eugene Pallette",It's no accident when wealthy Charles (Henry Fonda) falls for Jean (Barbara Stanwyck). Jean is a con artist with her...,,,,,,,TRUE
"What's Up, Doc?",1972,89,92.336,Peter Bogdanovich,"Barbra Streisand, Ryan O'Neal, Madeline Kahn, Kenneth Mars",Two researchers have come to San Francisco to compete for a research grant in music. The man seems a bit...,57142740,Comedy,7.6,,94,23730,FALSE
A Night at the Opera,1935,97,110.839,Sam Wood,"Groucho Marx, Harpo Marx, Kitty Carlisle, Chico Marx",The Marx Brothers run amuck in the world of opera when Otis B. Driftwood (Groucho Marx) meets aspiring singer Ricardo...,,,,,,,FALSE
Adam's Rib,1949,96,100.004,George Cukor,"Spencer Tracy, Katharine Hepburn, Judy Holliday, Tom Ewell",A courtroom rivalry finds its way into the household when prosecuting lawyer Adam Bonner (Spencer Tracy) faces off against his...,,,,,,,TRUE
Sullivan's Travels,1941,100,103.945,Preston Sturges,"Joel McCrea, Veronica Lake, Robert Warwick, William Demarest","Successful movie director John L. Sullivan (Joel McCrea), convinced he won't be able to film his ambitious masterpiece until he...",,Adventure,7.9,,90,26076,FALSE
Caddyshack,1980,73,77.003,Harold Ramis,"Chevy Chase, Rodney Dangerfield, Bill Murray, Ted Knight","Danny Noonan (Michael O'Keefe), a teen down on his luck, works as a caddy at the snob-infested Bushwood Country Club...",39849764,Comedy,7.2,48,98,115872,FALSE
The Great Dictator,1940,93,97.831,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner","After dedicated service in the Great War, a Jewish barber (Charles Chaplin) spends years in an army hospital recovering from...",48835,Comedy,8.4,,125,220114,TRUE
The Philadelphia Story,1940,100,111.929,George Cukor,"Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey","This classic romantic comedy focuses on Tracy Lord (Katharine Hepburn), a Philadelphia socialite who has split from her husband, C.K....",3007145,,,,,,TRUE
Raising Arizona,1987,90,94.509,Joel Coen,"Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman","An ex-con and an ex-cop meet, marry and long for a child of their own. When it is discovered that...",22847660,Comedy,7.3,69,94,137092,FALSE
Clueless,1995,81,89.102,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd","Shallow, rich and socially successful Cher (Alicia Silverstone) is at the top of her Beverly Hills high school's pecking scale....",57956568,Comedy,6.9,68,97,208750,FALSE
Annie Hall,1977,97,104.913,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane",Comedian Alvy Singer (Woody Allen) examines the rise and fall of his relationship with struggling nightclub singer Annie Hall (Diane...,38251425,Comedy,8,92,93,262656,TRUE
His Girl Friday,1940,99,110.802,Howard Hawks,"Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart","When hard-charging New York newspaper editor Walter Burns discovers that his ex-wife, investigative reporter Hildy Johnson, has gotten engaged to...",,Comedy,7.8,,92,57917,FALSE
Withnail and I,1987,92,91.696,Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown","Two out-of-work actors -- the anxious, luckless Marwood (Paul McGann) and his acerbic, alcoholic friend, Withnail (Richard E. Grant) --...",,,,,,,FALSE
Trading Places,1983,88,89.013,John Landis,"Dan Aykroyd, Eddie Murphy, Ralph Bellamy, Don Ameche",Upper-crust executive Louis Winthorpe III (Dan Aykroyd) and down-and-out hustler Billy Ray Valentine (Eddie Murphy) are the subjects of a...,90400000,Comedy,7.5,69,116,149327,TRUE
Bridesmaids,2011,90,101.285,Paul Feig,"Kristen Wiig, Maya Rudolph, Rose Byrne, Ellie Kemper","Annie (Kristen Wiig) is a single woman whose own life is a mess, but when she learns that her lifelong...",289632023,Comedy,6.8,75,125,287729,TRUE
Young Frankenstein,1974,94,100.958,Mel Brooks,"Gene Wilder, Peter Boyle, Cloris Leachman, Marty Feldman",Respected medical lecturer Dr. Frederick Frankenstein (Gene Wilder) learns that he has inherited his infamous grandfather's estate in Transylvania. Arriving...,86300489,Comedy,8,80,106,155685,TRUE
Shaun of the Dead,2004,92,99.891,Edgar Wright,"Simon Pegg, Kate Ashfield, Lucy Davis, Nick Frost","Shaun (Simon Pegg) is a 30-something loser with a dull, easy existence. When he's not working at the electronics store,...",29832586,Comedy,7.9,76,99,546339,FALSE
The Naked Gun,1988,88,90.571,David Zucker,"Leslie Nielsen, George Kennedy, Priscilla Presley, Ricardo Montalban","Frank Drebin (Leslie Nielsen), a rather clueless police detective, tries to foil a plot to turn innocent people into assassins...",,,,,,,FALSE
The Blues Brothers,1980,73,81.055,John Landis,"John Belushi, Dan Aykroyd, James Brown, Cab Calloway","After his release from prison, Jake (John Belushi) reunites with his brother, Elwood (Dan Aykroyd) -- collectively known as the...",57245093,Comedy,7.9,60,133,195834,FALSE
Coming to America,1988,73,75.49,John Landis,"Eddie Murphy, Arsenio Hall, John Amos, James Earl Jones","Prince Akeem (Eddie Murphy) is the prince of a wealthy African country and wants for nothing, except a wife who...",288800000,Comedy,7.1,47,117,204785,TRUE
Life of Brian,1979,95,100.491,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Terry Jones","Brian Cohen (Graham Chapman) is an average young Jewish man, but through a series of ridiculous events, he gains a...",20522496,Comedy,8,77,94,392874,FALSE
The Jerk,1979,83,86.144,Carl Reiner,"Steve Martin, Bernadette Peters, Catlin Adams, Mabel King","Navin (Steve Martin) believes he was born a poor black child in Mississippi. He is, however, actually white. Upon figuring...",73691419,Comedy,7.1,61,94,57511,FALSE
The General,1926,92,96.451,Clyde Bruckman,"Buster Keaton, Marion Mack, Glen Cavender, Jim Farley","One of the most revered comedies of the silent era, this film finds hapless Southern railroad engineer Johnny Gray (Buster...",1263082,Comedy,8.2,,67,89903,FALSE
The Thin Man,1934,98,104.603,W. S. Van Dyke,"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton","The recently divorced Clyde Wynant discovers that his new girlfriend has stolen $50,000 and is carrying on with other men....",,Comedy,7.9,86,91,29253,TRUE
This Is Spinal Tap,1984,95,99.701,Rob Reiner,"Rob Reiner, Michael McKean, Christopher Guest, Harry Shearer","""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on...",,Comedy,7.9,92,82,138019,FALSE
National Lampoon's Animal House,1978,90,95.073,John Landis,"John Belushi, Kevin Bacon, Donald Sutherland, Karen Allen","When they arrive at college, socially inept freshmen Larry (Thomas Hulce) and Kent (Stephen Furst) attempt to pledge the snooty...",141600000,Comedy,7.4,79,109,119507,FALSE
Blazing Saddles,1974,89,93.934,Mel Brooks,"Cleavon Little, Gene Wilder, Madeline Kahn, Slim Pickens","In this satirical take on Westerns, crafty railroad worker Bart (Cleavon Little) becomes the first black sheriff of Rock Ridge,...",119500000,Comedy,7.7,73,93,136668,TRUE
Bringing Up Baby,1938,94,103.306,Howard Hawks,"Katharine Hepburn, Cary Grant, Charlie Ruggles, May Robson","Harried paleontologist David Huxley (Cary Grant) has to make a good impression on society matron Mrs. Random (May Robson), who...",,Comedy,7.8,91,102,60831,FALSE
Modern Times,1936,98,117.153,Charlie Chaplin,"Charlie Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford",This comedic masterpiece finds the iconic Little Tramp (Charlie Chaplin) employed at a state-of-the-art factory where the inescapable machinery completely...,227291,Comedy,8.5,96,87,237256,FALSE
The Apartment,1960,94,105.693,Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston",Insurance worker C.C. Baxter (Jack Lemmon) lends his Upper West Side apartment to company bosses to use for extramarital affairs....,24600000,Comedy,8.3,94,125,178190,TRUE
Groundhog Day,1993,97,103.177,Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky","Phil (Bill Murray), a weatherman, is out to cover the annual emergence of the groundhog from its hole. He gets...",71112677,Comedy,8.1,72,101,614695,FALSE
The Princess Bride,1987,97,103.019,Rob Reiner,"Cary Elwes, Robin Wright, Mandy Patinkin, Chris Sarandon",A fairy tale adventure about a beautiful young woman and her one true love. He must find her after a...,31046322,Adventure,8,77,98,420883,TRUE
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,1964,98,105.238,Stanley Kubrick,"Peter Sellers, George C. Scott, Keenan Wynn, Slim Pickens",A film about what could happen if the wrong person pushed the wrong button -- and it played the situation...,,,,,,,FALSE
Duck Soup,1933,91,98.083,Leo McCarey,"Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx","When the tiny nation of Freedonia goes bankrupt, its wealthy benefactor, Mrs. Teasdale (Margaret Dumont), insists that the wacky Rufus...",,,,,,,FALSE
The Big Lebowski,1998,83,88.625,Joel Coen,"Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi","Jeff Bridges plays Jeff Lebowski who insists on being called ""the Dude,"" a laid-back, easygoing burnout who happens to have...",46189568,Comedy,8.1,71,117,790544,FALSE
It Happened One Night,1934,99,118.334,Frank Capra,"Claudette Colbert, Clark Gable, Walter Connolly, Roscoe Karns","In Frank Capra's acclaimed romantic comedy, spoiled heiress Ellie Andrews (Claudette Colbert) impetuously marries the scheming King Westley, leading her...",2500000,Comedy,8.1,87,105,102251,TRUE
Some Like It Hot,1959,94,100.371,Billy Wilder,"Tony Curtis, Jack Lemmon, Marilyn Monroe, George Raft","After witnessing a Mafia murder, slick saxophone player Joe (Tony Curtis) and his long-suffering buddy, Jerry (Jack Lemmon), improvise a...",95697808,Comedy,8.2,98,121,262208,TRUE
Monty Python and the Holy Grail,1975,97,103.951,Terry Gilliam,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",A comedic send-up of the grim circumstances of the Middle Ages as told through the story of King Arthur and...,5028948,Comedy,8.2,91,91,531498,FALSE
Airplane!,1980,97,103.122,Jim Abrahams,"Robert Hays, Julie Hagerty, Peter Graves, Robert Stack",This spoof comedy takes shots at the slew of disaster movies that were released in the 70s. When the passengers...,83453539,Comedy,7.7,78,88,233303,FALSE
City Lights,1931,97,103.394,Charles Chaplin,"Charlie Chaplin, Virginia Cherrill, Harry Myers, Hank Mann",A hapless but resilient tramp (Charlie Chaplin) falls in love with a blind flower girl (Virginia Cherrill) on the tough...,60758,Comedy,8.5,99,87,181567,FALSE
The Three Musketeers,1921,92,94.031,Fred Niblo,"Douglas Fairbanks, Leon Barry, George Siegmann, Eugene Pallette","Leaving his country village, D'Artagnan (Douglas Fairbanks) heads to Paris in hopes of becoming a musketeer. Soon after, he meets...",139877913,Comedy,6.3,43,105,54557,TRUE
King Kong,1933,99,108.482,Merian C. Cooper,"Fay Wray, Bruce Cabot, Robert Armstrong, Frank Reicher",Actress Ann Darrow (Fay Wray) and director Carl Denham (Robert Armstrong) travel to the Indian Ocean to do location shoots...,550517357,Drama,7.2,81,187,416401,TRUE
Captain Blood,1935,100,104.936,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Basil Rathbone, Lionel Atwill","In England in the 1600s, Dr. Peter Blood (Errol Flynn) treats the wounds of a man who had been injured...",,,,,,,TRUE
The Adventures of Robin Hood,1938,100,108.699,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains","When King Richard the Lionheart is captured, his scheming brother Prince John (Claude Rains) plots to reach the throne, to...",,Adventure,7.9,97,102,50623,TRUE
The Wizard of Oz,1939,98,114.626,Victor Fleming,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr","When a tornado rips through Kansas, Dorothy (Judy Garland) and her dog, Toto, are whisked away in their house to...",34949482,Adventure,8.1,92,102,389992,TRUE
Gunga Din,1939,92,93.829,George Stevens,"Cary Grant, Douglas Fairbanks Jr., Victor McLaglen, Joan Fontaine","British army sergeants Ballantine (Douglas Fairbanks Jr.), Cutter (Cary Grant) and MacChesney (Victor McLaglen) serve in India during the 1880s,...",,Adventure,7.2,,117,11901,TRUE
The Treasure of the Sierra Madre,1948,100,106.384,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett","In this classic adventure film, two rough-and-tumble wanderers, Dobbs (Humphrey Bogart) and Curtin (Tim Holt), meet up with a veteran...",,Drama,8.2,98,126,123110,TRUE
The African Queen,1951,96,101.654,John Huston,"Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull","After religious spinster's (Katharine Hepburn) missionary brother is killed in WWI Africa, dissolute steamer captain (Humphrey Bogart) offers her safe...",10751747,Adventure,7.7,91,105,77860,TRUE
"20,000 Leagues Under the Sea",1954,90,91.297,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre","In 1866, Professor Pierre M. Aronnax (Paul Lukas) and his assistant Conseil (Peter Lorre), stranded in San Francisco by reports...",28200000,Drama,7.2,83,127,33404,FALSE
Moby Dick,1956,83,83.654,John Huston,"Gregory Peck, Richard Basehart, Leo Genn, Orson Welles","Capt. Ahab (Gregory Peck) has a vendetta against Moby Dick, the great white whale responsible for taking his leg. He...",10412401,Drama,7.3,,116,19869,FALSE
The Hidden Fortress,1958,97,99.658,Akira Kurosawa,"Toshir? Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara",Japanese peasants Matashichi (Kamatari Fujiwara) and Tahei (Minoru Chiaki) try and fail to make a profit from a tribal war....,,Adventure,8.1,89,126,38512,FALSE
Journey to the Center of the Earth,1959,83,83.26,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker",A geologist (James Mason) and his assistant (Pat Boone) set off on an expedition to the center of the earth....,243180937,Sci-Fi,5.8,57,93,121404,TRUE
Lawrence of Arabia,1962,94,105.563,David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn, Omar Sharif","Due to his knowledge of the native Bedouin tribes, British Lieutenant T.E. Lawrence (Peter O'Toole) is sent to Arabia to...",69995047,Drama,8.3,100,218,288004,TRUE
The Great Escape,1963,94,98.848,John Sturges,"Steve McQueen, James Garner, Richard Attenborough, Charles Bronson","Imprisoned during World War II in a German POW camp, a group of Allied soldiers are intent on breaking out,...",11972798,Drama,8.2,86,172,240720,TRUE
The Man Who Would Be King,1975,97,98.159,John Huston,"Sean Connery, Michael Caine, Christopher Plummer, Saeed Jaffrey","Based on a short story by Rudyard Kipling, this adventure film follows the exploits of Peachy Carnehan (Michael Caine) and...",,Adventure,7.8,91,129,48433,TRUE
Raiders of the Lost Ark,1981,95,101.873,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, Wolf Kahler","Dr. Indiana Jones, a renowned archeologist and expert in the occult, is hired by the U.S. Government to find the...",367452079,,,,,,TRUE
Indiana Jones and the Temple of Doom,1984,84,88.961,Steven Spielberg,"Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri",The second of the Lucas/Spielberg Indiana Jones epics is set a year or so before the events in Raiders of...,333080271,Adventure,7.5,57,118,478035,TRUE
